"id","codimuni","nommuni","areaofi","areapol","codicomar","codiprov","validde","dataalta","habitants","altitud","nomcomar"
343,"170335","Caldes de Malavella","56.9372","56.9372","34","17","20141022","201707262100",5674,84,"Selva"
344,"170340","Calonge i Sant Antoni","33.5634","33.5634","10","17","20130529","201801011500",9458,22,"Baix Empordà"
345,"170353","Camós","15.57","15.57","28","17","20100722","201707262100",677,168,"Pla de l'Estany"
346,"170366","Campdevànol","32.63","32.63","31","17","20101117","201707262100",3499,738,"Ripollès"
347,"170372","Campelles","18.70","18.7","31","17","20101117","201707262100",106,1303,"Ripollès"
348,"170388","Campllong","8.49","8.49","20","17","20101215","201707262100",381,113,"Gironès"
349,"170391","Camprodon","103.4955","103.4955","31","17","20140212","201707262100",2438,947,"Ripollès"
350,"170405","Canet d'Adri","44.62","44.62","20","17","20101215","201707262100",576,217,"Gironès"
351,"170412","Cantallops",NULL,"19.4543","02","17",NULL,"201707262100",287,200,"Alt Empordà"
352,"170427","Capmany",NULL,"26.3092","02","17",NULL,"201707262100",494,107,"Alt Empordà"
353,"170433","Queralbs","93.5563","93.5563","31","17","20150128","201707262100",198,1236,"Ripollès"
354,"170448","Cassà de la Selva","45.3943","45.3943","20","17","20130529","201707262100",8780,137,"Gironès"
355,"170464","Castellfollit de la Roca","0.73","0.73","19","17","20041216","201707262100",993,296,"Garrotxa"
356,"170470","Castelló d'Empúries",NULL,"42.285","02","17",NULL,"201707262100",10021,17,"Alt Empordà"
357,"170486","Castell-Platja d'Aro",NULL,"21.6716","10","17",NULL,"201707262100",9768,5,"Baix Empordà"
358,"170499","Celrà","19.6721","19.6721","20","17","20141022","201707262100",3783,71,"Gironès"
359,"170502","Cervià de Ter","10.0858","10.0858","20","17","20140212","201707262100",827,45,"Gironès"
360,"170519","Cistella",NULL,"25.5591","02","17",NULL,"201707262100",232,130,"Alt Empordà"
361,"170524","Siurana",NULL,"10.5068","02","17",NULL,"201707262100",181,33,"Alt Empordà"
362,"170545","Colera",NULL,"24.2134","02","17",NULL,"201707262100",601,10,"Alt Empordà"
363,"170558","Colomers",NULL,"4.2957","10","17",NULL,"201707262100",213,41,"Baix Empordà"
364,"170561","Cornellà del Terri","27.83","27.83","28","17","20111214","201707262100",2079,96,"Pla de l'Estany"
365,"170577","Corçà","16.1276","16.1276","10","17","20160727","201707262100",1261,43,"Baix Empordà"
366,"170583","Crespià","11.31","11.31","28","17","20101215","201707262100",242,138,"Pla de l'Estany"
367,"170600","Darnius",NULL,"34.8834","02","17",NULL,"201707262100",547,193,"Alt Empordà"
368,"170617","Das",NULL,"14.626","15","17",NULL,"201707262100",176,1219,"Cerdanya"
369,"170622","l'Escala",NULL,"16.2256","02","17",NULL,"201707262100",8795,14,"Alt Empordà"
370,"170638","Espinelves","17.4854","17.4854","24","17","20170426","201707262100",199,752,"Osona"
371,"170643","Espolla",NULL,"43.3442","02","17",NULL,"201707262100",367,124,"Alt Empordà"
372,"170656","Esponellà","15.77","15.77","28","17","20101117","201707262100",437,142,"Pla de l'Estany"
373,"170669","Figueres",NULL,"19.0089","02","17",NULL,"201707262100",39641,39,"Alt Empordà"
374,"170675","Flaçà","6.8335","6.8335","20","17","20160505","201707262100",997,34,"Gironès"
375,"170681","Foixà",NULL,"18.4553","10","17",NULL,"201707262100",325,85,"Baix Empordà"
376,"170694","Fontanals de Cerdanya",NULL,"28.69","15","17",NULL,"201707262100",425,1180,"Cerdanya"
377,"170708","Fontanilles",NULL,"9.3166","10","17",NULL,"201801011500",175,29,"Baix Empordà"
378,"170715","Fontcoberta","17.08","17.08","28","17","20111214","201707262100",1181,207,"Pla de l'Estany"
379,"170736","Fornells de la Selva","11.6728","11.6728","20","17","20170726","201707262100",1890,102,"Gironès"
380,"170741","Fortià",NULL,"10.7218","02","17",NULL,"201707262100",582,8,"Alt Empordà"
381,"170754","Garrigàs",NULL,"20.0562","02","17",NULL,"201707262100",346,101,"Alt Empordà"
382,"170767","Garrigoles",NULL,"8.9299","10","17",NULL,"201707262100",155,92,"Baix Empordà"
383,"170773","Garriguella",NULL,"20.9793","02","17",NULL,"201707262100",731,56,"Alt Empordà"
384,"170789","Ger","32.76","32.76","15","17","20120620","201707262100",450,1135,"Cerdanya"
385,"170792","Girona","38.8562","38.8562","20","17","20170726","201707262100",89890,70,"Gironès"
386,"170806","Gombrèn","43.27","43.27","31","17","20111214","201707262100",222,919,"Ripollès"
387,"170813","Gualta",NULL,"9.0495","10","17",NULL,"201707262100",358,15,"Baix Empordà"
388,"170828","Guils de Cerdanya",NULL,"21.9816","15","17",NULL,"201707262100",438,1385,"Cerdanya"
389,"170834","Hostalric",NULL,"3.3988","34","17",NULL,"201707262100",3619,189,"Selva"
390,"170849","Isòvol",NULL,"10.6975","15","17",NULL,"201707262100",265,1088,"Cerdanya"
391,"170852","Jafre",NULL,"6.5794","10","17",NULL,"201707262100",386,44,"Baix Empordà"
392,"170865","la Jonquera",NULL,"57.5921","02","17",NULL,"201707262100",3020,110,"Alt Empordà"
393,"170871","Juià","8.3040","8.304","20","17","20140212","201707262100",318,94,"Gironès"
394,"170887","Lladó",NULL,"13.6444","02","17",NULL,"201707262100",591,197,"Alt Empordà"
395,"170890","Llagostera","77.0048","77.0048","20","17","20150730","201707262100",7062,160,"Gironès"
396,"170904","Llambilles","14.8784","14.8784","20","17","20130529","201707262100",612,143,"Gironès"
397,"170911","Llanars","24.65","24.65","31","17","20120620","201707262100",558,983,"Ripollès"
398,"170926","Llançà",NULL,"27.9533","02","17",NULL,"201707262100",4611,4,"Alt Empordà"
399,"170932","Llers",NULL,"21.191","02","17",NULL,"201707262100",1167,142,"Alt Empordà"
400,"170947","Llívia",NULL,"12.9628","15","17",NULL,"201707262100",1291,1224,"Cerdanya"
401,"170950","Lloret de Mar","48.3350","48.335","34","17","20130529","201707262100",32728,5,"Selva"
402,"170963","les Llosses","114.43","114.43","31","17","20111214","201707262100",246,1000,"Ripollès"
403,"170979","Madremanya","13.5914","13.5914","20","17","20131016","201707262100",222,177,"Gironès"
404,"170985","Maià de Montcal","17.22","17.22","19","17","20101117","201707262100",379,241,"Garrotxa"
405,"170998","Meranges",NULL,"37.9303","15","17",NULL,"201707262100",86,1539,"Cerdanya"
406,"171002","Masarac",NULL,"12.5422","02","17",NULL,"201707262100",265,85,"Alt Empordà"
407,"171019","Massanes",NULL,"25.8628","34","17",NULL,"201707262100",660,164,"Selva"
408,"171024","Maçanet de Cabrenys",NULL,"67.6206","02","17",NULL,"201707262100",700,370,"Alt Empordà"
409,"171030","Maçanet de la Selva",NULL,"45.6741","34","17",NULL,"201801011500",5712,100,"Selva"
410,"171058","Mieres","26.12","26.12","19","17","20120620","201707262100",331,286,"Garrotxa"
411,"171061","Mollet de Peralada",NULL,"6.0578","02","17",NULL,"201707262100",172,59,"Alt Empordà"
412,"171077","Molló","43.1301","43.1301","31","17","20140212","201707262100",329,1182,"Ripollès"
413,"171096","Montagut i Oix","93.3899","93.3899","19","17","20130529","201707262100",903,276,"Garrotxa"
414,"171100","Mont-ras",NULL,"12.4159","10","17",NULL,"201707262100",1841,88,"Baix Empordà"
415,"171117","Navata",NULL,"18.4081","02","17",NULL,"201707262100",980,145,"Alt Empordà"
416,"171122","Ogassa","45.43","45.43","31","17","20120620","201707262100",265,951,"Ripollès"
417,"171143","Olot","29.03","29.03","19","17","20020604","201707262100",31932,443,"Garrotxa"
418,"171156","Ordis",NULL,"8.4932","02","17",NULL,"201707262100",353,98,"Alt Empordà"
419,"171169","Osor",NULL,"52.2576","34","17",NULL,"201707262100",390,340,"Selva"
420,"171175","Palafrugell",NULL,"26.8936","10","17",NULL,"201801011500",21307,64,"Baix Empordà"
421,"171181","Palamós","13.9453","13.9453","10","17","20160505","201707262100",17197,12,"Baix Empordà"
422,"171194","Palau de Santa Eulàlia",NULL,"8.5731","02","17",NULL,"201707262100",91,86,"Alt Empordà"
423,"171208","Palau-saverdera",NULL,"16.5746","02","17",NULL,"201707262100",1197,78,"Alt Empordà"
424,"171215","Palau-sator",NULL,"12.4288","10","17",NULL,"201801011500",280,20,"Baix Empordà"
425,"171236","Palol de Revardit","18.0676","18.0676","28","17","20130529","201707262100",429,152,"Pla de l'Estany"
426,"171241","Pals","25.7504","25.7504","10","17","20171213","201801011500",2400,55,"Baix Empordà"
427,"171254","Pardines","31.40","31.4","31","17","20111214","201707262100",149,1226,"Ripollès"
428,"171267","Parlavà","6.2131","6.2131","10","17","20150429","201707262100",352,40,"Baix Empordà"
429,"171289","Pau",NULL,"10.5608","02","17",NULL,"201707262100",501,33,"Alt Empordà"
430,"171292","Pedret i Marzà",NULL,"8.5856","02","17",NULL,"201707262100",154,22,"Alt Empordà"
431,"171306","la Pera",NULL,"11.9787","10","17",NULL,"201707262100",436,93,"Baix Empordà"
432,"171328","Peralada",NULL,"43.9079","02","17",NULL,"201707262100",1625,32,"Alt Empordà"
433,"171334","les Planes d'Hostoles","37.45","37.45","19","17","20120620","201707262100",1798,370,"Garrotxa"
434,"171349","Planoles","18.7403","18.7403","31","17","20130529","201707262100",281,1136,"Ripollès"
435,"171352","Pont de Molins",NULL,"8.64","02","17",NULL,"201707262100",419,43,"Alt Empordà"
436,"171365","Pontós",NULL,"13.4638","02","17",NULL,"201707262100",217,94,"Alt Empordà"
437,"171371","Porqueres","33.71","33.71","28","17","20100722","201707262100",4154,148,"Pla de l'Estany"
438,"171387","Portbou",NULL,"9.2427","02","17",NULL,"201707262100",1347,28,"Alt Empordà"
439,"171390","les Preses","9.39","9.39","19","17","20020604","201707262100",1692,474,"Garrotxa"
440,"171404","el Port de la Selva",NULL,"41.3292","02","17",NULL,"201707262100",908,12,"Alt Empordà"
441,"171411","Puigcerdà",NULL,"18.7009","15","17",NULL,"201707262100",8859,1202,"Cerdanya"
442,"171426","Quart","38.1070","38.107","20","17","20171213","201801011500",2637,91,"Gironès"
443,"171432","Rabós",NULL,"45.2359","02","17",NULL,"201707262100",194,106,"Alt Empordà"
444,"171447","Regencós","6.2729","6.2729","10","17","20171213","201801011500",304,78,"Baix Empordà"
445,"171450","Ribes de Freser","41.5563","41.5563","31","17","20150128","201707262100",2017,912,"Ripollès"
446,"171463","Riells i Viabrea",NULL,"26.9753","34","17",NULL,"201707262100",3238,96,"Selva"
447,"171479","Ripoll","73.63","73.63","31","17","20101215","201707262100",10832,691,"Ripollès"
448,"171485","Riudarenes",NULL,"47.5098","34","17",NULL,"201801011500",1761,84,"Selva"
449,"171498","Riudaura","23.52","23.52","19","17","20041021","201707262100",417,572,"Garrotxa"
450,"171501","Riudellots de la Selva","13.2757","13.2757","34","17","20150128","201707262100",1849,98,"Selva"
451,"171518","Riumors",NULL,"6.5382","02","17",NULL,"201707262100",172,7,"Alt Empordà"
452,"171523","Roses",NULL,"45.8626","02","17",NULL,"201707262100",17173,5,"Alt Empordà"
453,"171539","Rupià",NULL,"5.4657","10","17",NULL,"201707262100",213,66,"Baix Empordà"
454,"171544","Sales de Llierca","35.79","35.79","19","17","20100722","201707262100",128,260,"Garrotxa"
455,"171557","Salt","6.6092","6.6092","20","17","20131016","201707262100",28017,83,"Gironès"
456,"171576","Sant Andreu Salou","5.8154","5.8154","20","17","20130529","201707262100",156,132,"Gironès"
457,"171582","Sant Climent Sescebes",NULL,"24.2226","02","17",NULL,"201707262100",482,86,"Alt Empordà"
458,"171595","Sant Feliu de Buixalleu",NULL,"62.0567","34","17",NULL,"201707262100",756,402,"Selva"
459,"171609","Sant Feliu de Guíxols",NULL,"15.8514","10","17",NULL,"201707262100",20867,4,"Baix Empordà"
460,"171616","Sant Feliu de Pallerols","33.81","33.81","19","17","20101117","201707262100",1272,473,"Garrotxa"
461,"171621","Sant Ferriol","42.29","42.29","19","17","20101215","201707262100",194,366,"Garrotxa"
462,"171637","Sant Gregori","48.8868","48.8868","20","17","20131016","201707262100",2951,112,"Gironès"
463,"171642","Sant Hilari Sacalm",NULL,"82.2237","34","17",NULL,"201707262100",5385,803,"Selva"
464,"171655","Sant Jaume de Llierca","6.90","6.9","19","17","20100722","201707262100",815,203,"Garrotxa"
465,"171668","Sant Jordi Desvalls",NULL,"11.8011","20","17",NULL,"201707262100",632,57,"Gironès"
466,"171674","Sant Joan de les Abadesses","53.68","53.68","31","17","20101117","201707262100",3565,773,"Ripollès"
467,"171680","Sant Joan de Mollet","3.2298","3.2298","20","17","20141022","201707262100",487,54,"Gironès"
468,"171693","Sant Julià de Ramis","18.6987","18.6987","20","17","20131016","201801011500",2656,128,"Gironès"
469,"171707","Vallfogona de Ripollès","38.96","38.96","31","17","20111214","201707262100",206,956,"Ripollès"
470,"171714","Sant Llorenç de la Muga",NULL,"32.4595","02","17",NULL,"201707262100",196,173,"Alt Empordà"
471,"171729","Sant Martí de Llémena","42.95","42.95","20","17","20120620","201707262100",520,256,"Gironès"
472,"171735","Sant Martí Vell","17.2794","17.2794","20","17","20160505","201707262100",209,65,"Gironès"
473,"171740","Sant Miquel de Campmajor","33.62","33.62","28","17","20100722","201707262100",218,217,"Pla de l'Estany"
474,"171753","Sant Miquel de Fluvià",NULL,"3.5089","02","17",NULL,"201707262100",671,28,"Alt Empordà"
475,"171766","Sant Mori",NULL,"7.3589","02","17",NULL,"201707262100",164,51,"Alt Empordà"
476,"171772","Sant Pau de Segúries","8.78","8.78","31","17","20120620","201707262100",666,867,"Ripollès"
477,"171788","Sant Pere Pescador",NULL,"18.2794","02","17",NULL,"201707262100",1804,5,"Alt Empordà"
478,"171805","Santa Coloma de Farners","70.8871","70.8871","34","17","20170426","201707262100",10565,142,"Selva"
479,"171812","Santa Cristina d'Aro","67.7587","67.7587","10","17","20150429","201707262100",4214,30,"Baix Empordà"
480,"171827","Santa Llogaia d'Àlguema",NULL,"1.9516","02","17",NULL,"201707262100",313,42,"Alt Empordà"
481,"171833","Sant Aniol de Finestres","48.46","48.46","19","17","20120620","201707262100",289,289,"Garrotxa"
482,"171848","Santa Pau","48.57","48.57","19","17","20100722","201707262100",1565,496,"Garrotxa"
483,"171851","Sant Joan les Fonts","31.97","31.97","19","17","20051214","201707262100",2652,342,"Garrotxa"
484,"171864","Sarrià de Ter","4.25","4.25","20","17","20101215","201707262100",4065,70,"Gironès"
485,"171870","Saus, Camallera i Llampaies",NULL,"11.4904","02","17",NULL,"201707262100",737,86,"Alt Empordà"
486,"171886","la Selva de Mar",NULL,"7.2556","02","17",NULL,"201707262100",223,48,"Alt Empordà"
487,"171899","la Cellera de Ter","14.6436","14.6436","34","17","20141022","201707262100",2096,166,"Selva"
488,"171903","Serinyà","17.20","17.2","28","17","20100722","201707262100",1045,188,"Pla de l'Estany"
489,"171910","Serra de Daró",NULL,"7.9567","10","17",NULL,"201707262100",184,15,"Baix Empordà"
490,"171925","Setcases","48.8961","48.8961","31","17","20130529","201707262100",181,1265,"Ripollès"
491,"171931","Sils",NULL,"30.086","34","17",NULL,"201707262100",4126,76,"Selva"
492,"171946","Susqueda",NULL,"50.9116","34","17",NULL,"201707262100",112,816,"Selva"
493,"171959","la Tallada d'Empordà",NULL,"16.6497","10","17",NULL,"201707262100",367,20,"Baix Empordà"
494,"171962","Terrades",NULL,"20.8401","02","17",NULL,"201707262100",146,228,"Alt Empordà"
495,"171978","Torrent","7.9101","7.9101","10","17","20160727","201707262100",190,44,"Baix Empordà"
496,"171984","Torroella de Fluvià",NULL,"16.8719","02","17",NULL,"201707262100",460,9,"Alt Empordà"
497,"171997","Torroella de Montgrí",NULL,"65.8133","10","17",NULL,"201801011500",10588,31,"Baix Empordà"
498,"172001","Tortellà","11.00","11","19","17","20100722","201707262100",729,276,"Garrotxa"
499,"172018","Toses","57.6725","57.6725","31","17","20130529","201707262100",160,1444,"Ripollès"
500,"172023","Tossa de Mar","38.1540","38.154","34","17","20171213","201801011500",5414,5,"Selva"
501,"172039","Ultramort",NULL,"4.3804","10","17",NULL,"201707262100",200,30,"Baix Empordà"
502,"172044","Ullà",NULL,"7.3487","10","17",NULL,"201707262100",1039,21,"Baix Empordà"
503,"172057","Ullastret",NULL,"11.1065","10","17",NULL,"201707262100",233,49,"Baix Empordà"
504,"172060","Urús",NULL,"17.3607","15","17",NULL,"201707262100",200,1263,"Cerdanya"
505,"172076","la Vall d'en Bas","90.57","90.57","19","17","20051010","201707262100",2650,510,"Garrotxa"
506,"172082","la Vall de Bianya","93.62","93.62","19","17","20040722","201707262100",1256,367,"Garrotxa"
507,"172095","Vall-llobrega","5.4819","5.4819","10","17","20170726","201707262100",730,49,"Baix Empordà"
508,"172109","Ventalló",NULL,"25.0131","02","17",NULL,"201707262100",698,28,"Alt Empordà"
509,"172116","Verges",NULL,"9.6912","10","17",NULL,"201707262100",1179,23,"Baix Empordà"
510,"172121","Vidrà","34.47","34.47","24","17","20120620","201707262100",168,982,"Osona"
511,"172137","Vidreres",NULL,"48.1929","34","17",NULL,"201801011500",6676,93,"Selva"
512,"172142","Vilabertran",NULL,"2.2702","02","17",NULL,"201707262100",843,19,"Alt Empordà"
513,"172155","Vilablareix","6.14","6.14","20","17","20111214","201707262100",2213,99,"Gironès"
514,"172168","Viladasens","15.5161","15.5161","20","17","20141022","201707262100",191,96,"Gironès"
515,"172174","Viladamat",NULL,"11.8341","02","17",NULL,"201707262100",421,13,"Alt Empordà"
516,"172180","Vilademuls","62.17","62.17","28","17","20111214","201707262100",786,120,"Pla de l'Estany"
517,"172207","Viladrau","50.7127","50.7127","24","17","20141022","201707262100",999,821,"Osona"
518,"172214","Vilafant",NULL,"8.3865","02","17",NULL,"201707262100",5013,54,"Alt Empordà"
519,"172229","Vilaür",NULL,"5.5729","02","17",NULL,"201707262100",139,65,"Alt Empordà"
520,"172235","Vilajuïga",NULL,"13.1863","02","17",NULL,"201707262100",1072,31,"Alt Empordà"
521,"172240","Vilallonga de Ter","64.28","64.28","31","17","20120620","201707262100",448,1067,"Ripollès"
522,"172253","Vilamacolum",NULL,"5.5559","02","17",NULL,"201707262100",280,5,"Alt Empordà"
523,"172266","Vilamalla",NULL,"8.8699","02","17",NULL,"201707262100",1092,45,"Alt Empordà"
524,"172272","Vilamaniscle",NULL,"5.4867","02","17",NULL,"201707262100",182,169,"Alt Empordà"
525,"172288","Vilanant",NULL,"16.8747","02","17",NULL,"201707262100",333,98,"Alt Empordà"
526,"172305","Vila-sacra",NULL,"6.0506","02","17",NULL,"201707262100",485,16,"Alt Empordà"
527,"172327","Vilopriu",NULL,"16.8193","10","17",NULL,"201707262100",189,82,"Baix Empordà"
528,"172333","Vilobí d'Onyar","32.5966","32.5966","34","17","20130529","201707262100",2718,122,"Selva"
529,"172348","Biure",NULL,"10.0273","02","17",NULL,"201707262100",236,81,"Alt Empordà"
530,"179011","Cruïlles, Monells i Sant Sadurní de l'Heura",NULL,"99.6031","10","17",NULL,"201801011500",1271,110,"Baix Empordà"
531,"179026","Forallac","50.1778","50.1778","10","17","20150730","201707262100",1746,51,"Baix Empordà"
532,"179032","Sant Julià del Llor i Bonmatí","9.6539","9.6539","34","17","20141022","201707262100",1093,160,"Selva"
533,"250019","Abella de la Conca",NULL,"77.9623","25","25",NULL,"201707262100",186,956,"Pallars Jussà"
534,"250024","Àger",NULL,"160.2026","23","25",NULL,"201707262100",491,642,"Noguera"
535,"250030","Agramunt",NULL,"79.4676","38","25",NULL,"201707262100",5459,337,"Urgell"
536,"250045","els Alamús",NULL,"20.3222","33","25",NULL,"201707262100",701,212,"Segrià"
537,"250058","Alàs i Cerc",NULL,"57.4533","04","25",NULL,"201707262100",404,768,"Alt Urgell"
538,"250061","l'Albagés","26.12","26.12","18","25","20100311","201707262100",492,372,"Garrigues"
539,"250077","Albatàrrec",NULL,"10.685","33","25",NULL,"201707262100",1519,147,"Segrià"
540,"250083","Albesa",NULL,"38.0041","23","25",NULL,"201707262100",1587,237,"Noguera"
541,"250096","l'Albi","32.71","32.71","18","25","20091007","201707262100",811,526,"Garrigues"
542,"250100","Alcanó",NULL,"21.1876","33","25",NULL,"201707262100",253,214,"Segrià"
543,"250117","Alcarràs",NULL,"114.8497","33","25",NULL,"201707262100",5970,137,"Segrià"
544,"250122","Alcoletge",NULL,"16.4673","33","25",NULL,"201707262100",2239,213,"Segrià"
545,"250138","Alfarràs",NULL,"11.304","33","25",NULL,"201707262100",3274,281,"Segrià"
546,"250143","Alfés",NULL,"32.175","33","25",NULL,"201707262100",321,236,"Segrià"
547,"250156","Algerri","54.4168","54.4168","23","25","20140212","201707262100",467,345,"Noguera"
548,"250169","Alguaire",NULL,"50.4327","33","25",NULL,"201707262100",3088,304,"Segrià"
549,"250175","Alins",NULL,"182.7849","26","25",NULL,"201707262100",251,1048,"Pallars Sobirà"
550,"250194","Almacelles",NULL,"48.9722","33","25",NULL,"201707262100",6088,247,"Segrià"
551,"250208","Almatret",NULL,"56.4375","33","25",NULL,"201707262100",443,462,"Segrià"
552,"250215","Almenar",NULL,"66.7523","33","25",NULL,"201707262100",3576,329,"Segrià"
553,"250220","Alòs de Balaguer","69.0765","69.0765","23","25","20140212","201707262100",174,297,"Noguera"
554,"250236","Alpicat",NULL,"15.2979","33","25",NULL,"201707262100",5362,264,"Segrià"
555,"250241","Alt Àneu",NULL,"218.0592","26","25",NULL,"201707262100",457,1076,"Pallars Sobirà"
556,"250254","Naut Aran",NULL,"255.9585","39","25",NULL,"201707262100",1732,1267,"Val d'Aran"
557,"250273","Anglesola","23.6724","23.6724","38","25","20150429","201707262100",1303,335,"Urgell"
558,"250292","Arbeca","58.22","58.22","18","25","20100311","201707262100",2512,332,"Garrigues"
559,"250306","el Pont de Bar",NULL,"43.5164","04","25",NULL,"201707262100",193,861,"Alt Urgell"
560,"250313","Arres",NULL,"11.608","39","25",NULL,"201707262100",61,1224,"Val d'Aran"
561,"250328","Arsèguel",NULL,"10.4938","04","25",NULL,"201707262100",100,950,"Alt Urgell"
562,"250334","Artesa de Lleida",NULL,"24.2265","33","25",NULL,"201707262100",1451,202,"Segrià"
563,"250349","Artesa de Segre",NULL,"176.0393","23","25",NULL,"201707262100",3696,318,"Noguera"
564,"250352","la Sentiu de Sió","29.5442","29.5442","23","25","20140514","201707262100",478,281,"Noguera"
565,"250365","Aspa",NULL,"10.0507","33","25",NULL,"201707262100",269,256,"Segrià"
566,"250371","les Avellanes i Santa Linya","102.9248","102.9248","23","25","20150429","201707262100",469,567,"Noguera"
567,"250387","Aitona","66.8271","66.8271","33","25","20170426","201707262100",2370,110,"Segrià"
568,"250390","Baix Pallars",NULL,"129.3642","26","25",NULL,"201707262100",381,591,"Pallars Sobirà"
569,"250404","Balaguer","57.0716","57.0716","23","25","20170726","201707262100",15769,233,"Noguera"
570,"250411","Barbens","7.7837","7.7837","27","25","20150730","201707262100",828,283,"Pla d'Urgell"
571,"250426","la Baronia de Rialb",NULL,"145.0758","23","25",NULL,"201707262100",281,388,"Noguera"
572,"250432","la Vall de Boí",NULL,"219.677","05","25",NULL,"201707262100",1079,1111,"Alta Ribagorça"
573,"250447","Bassella",NULL,"70.8257","04","25",NULL,"201707262100",256,423,"Alt Urgell"
574,"250450","Bausen",NULL,"17.8557","39","25",NULL,"201707262100",52,931,"Val d'Aran"
575,"250463","Belianes","15.7697","15.7697","38","25","20150128","201707262100",592,373,"Urgell"
576,"250479","Bellcaire d'Urgell","31.1603","31.1603","23","25","20130529","201707262100",1295,267,"Noguera"
577,"250485","Bell-lloc d'Urgell","35.1622","35.1622","27","25","20150730","201707262100",2326,196,"Pla d'Urgell"
578,"250498","Bellmunt d'Urgell","5.0475","5.0475","23","25","20131016","201707262100",225,379,"Noguera"
579,"250501","Bellpuig","35.0176","35.0176","38","25","20150429","201707262100",4454,308,"Urgell"
580,"250518","Bellver de Cerdanya",NULL,"97.9346","15","25",NULL,"201707262100",1906,1061,"Cerdanya"
581,"250523","Bellvís","46.4131","46.4131","27","25","20141022","201707262100",2360,207,"Pla d'Urgell"
582,"250539","Benavent de Segrià",NULL,"7.4589","33","25",NULL,"201707262100",1249,234,"Segrià"
583,"250557","Biosca","66.03","66.03","32","25","20101117","201707262100",228,455,"Segarra"
584,"250560","Bovera","33.22","33.22","18","25","20100311","201707262100",371,297,"Garrigues"
585,"250576","Es Bòrdes",NULL,"21.3971","39","25",NULL,"201707262100",247,852,"Val d'Aran"
586,"250582","les Borges Blanques","61.66","61.66","18","25","20091007","201707262100",5606,304,"Garrigues"
587,"250595","Bossòst",NULL,"27.8638","39","25",NULL,"201707262100",1043,710,"Val d'Aran"
588,"250609","Cabanabona","14.1600","14.16","23","25","20160505","201707262100",115,421,"Noguera"
589,"250616","Cabó",NULL,"79.5449","04","25",NULL,"201707262100",104,768,"Alt Urgell"
590,"250621","Camarasa","157.6142","157.6142","23","25","20170726","201707262100",931,321,"Noguera"
591,"250637","Canejan",NULL,"48.2435","39","25",NULL,"201707262100",104,906,"Val d'Aran"
592,"250642","Castellar de la Ribera","60.2617","60.2617","35","25","20170726","201707262100",162,657,"Solsonès"
593,"250674","Castelldans","64.32","64.32","18","25","20100311","201707262100",1004,353,"Garrigues"
594,"250680","Castellnou de Seana","16.3091","16.3091","27","25","20150730","201707262100",750,269,"Pla d'Urgell"
595,"250693","Castelló de Farfanya","52.6274","52.6274","23","25","20130529","201707262100",564,358,"Noguera"
596,"250707","Castellserà",NULL,"15.8668","38","25",NULL,"201707262100",1128,267,"Urgell"
597,"250714","Cava",NULL,"40.9059","04","25",NULL,"201707262100",56,1335,"Alt Urgell"
598,"250729","Cervera","55.1981","55.1981","32","25","20160505","201707262100",9305,548,"Segarra"
599,"250735","Cervià de les Garrigues","34.04","34.04","18","25","20091007","201707262100",873,444,"Garrigues"
600,"250740","Ciutadilla","16.47","16.47","38","25","20111214","201707262100",223,519,"Urgell"
601,"250753","Clariana de Cardener",NULL,"40.962","35","25",NULL,"201707262100",146,500,"Solsonès"
602,"250766","el Cogul","17.47","17.47","18","25","20100311","201707262100",211,279,"Garrigues"
603,"250772","Coll de Nargó",NULL,"152.4243","04","25",NULL,"201707262100",618,573,"Alt Urgell"
604,"250788","Corbins",NULL,"21.2842","33","25",NULL,"201707262100",1347,211,"Segrià"
605,"250791","Cubells","39.0530","39.053","23","25","20140514","201707262100",401,499,"Noguera"
606,"250812","l'Espluga Calba","21.45","21.45","18","25","20091007","201707262100",452,434,"Garrigues"
607,"250827","Espot",NULL,"97.5761","26","25",NULL,"201707262100",360,1318,"Pallars Sobirà"
608,"250851","Estaràs","21.1392","21.1392","32","25","20141022","201707262100",184,596,"Segarra"
609,"250864","Esterri d'Àneu",NULL,"8.3882","26","25",NULL,"201707262100",803,957,"Pallars Sobirà"
610,"250870","Esterri de Cardós",NULL,"16.3327","26","25",NULL,"201707262100",69,1212,"Pallars Sobirà"
611,"250886","Estamariu",NULL,"20.9854","04","25",NULL,"201707262100",117,1084,"Alt Urgell"
612,"250899","Farrera",NULL,"61.8121","26","25",NULL,"201707262100",104,1294,"Pallars Sobirà"
613,"250925","la Floresta","5.61","5.61","18","25","20091007","201707262100",185,316,"Garrigues"
614,"250931","Fondarella",NULL,"5.4356","27","25",NULL,"201707262100",783,243,"Pla d'Urgell"
615,"250946","Foradada","28.9070","28.907","23","25","20141022","201707262100",197,455,"Noguera"
616,"250962","la Fuliola","11.1294","11.1294","38","25","20141022","201707262100",1235,275,"Urgell"
617,"250978","Fulleda","16.33","16.33","18","25","20091007","201707262100",115,581,"Garrigues"
618,"250984","Gavet de la Conca",NULL,"91.1632","25","25",NULL,"201707262100",309,421,"Pallars Jussà"
619,"250997","Golmés",NULL,"16.7503","27","25",NULL,"201707262100",1560,275,"Pla d'Urgell"
620,"251001","Gósol","56.29","56.29","14","25","20060719","201707262100",221,1423,"Berguedà"
621,"251018","la Granadella","82.9780","82.978","18","25","20160505","201707262100",774,528,"Garrigues"
